Recency,Frequency,Monetary,City,R_Score,F_Score,M_Score,RFM_Score,Cluster,Segment_Name
48,12,2925.44,Marrakech,2,4,4,244,2,Clients à Risque / Perdus
27,18,7360.3,Agadir,2,4,4,244,2,Clients à Risque / Perdus
45,11,5594.96,Marrakech,2,4,4,244,2,Clients à Risque / Perdus
588,1,235.88,Meknès,4,1,1,411,0,Clients Réguliers
318,2,402.20000000000005,Marrakech,3,2,2,322,0,Clients Réguliers
18,7,2572.25,El Jadida,1,4,4,144,2,Clients à Risque / Perdus
10,11,3759.18,Marrakech,1,4,4,144,2,Clients à Risque / Perdus
5,8,1196.3,Agadir,1,4,3,143,2,Clients à Risque / Perdus
377,3,591.0699999999999,Agadir,4,3,2,432,0,Clients Réguliers
528,1,582.17,Casablanca,4,1,2,412,0,Clients Réguliers
13,2,971.74,Casablanca,1,2,3,123,2,Clients à Risque / Perdus
5,7,2507.05,Casablanca,1,4,4,144,2,Clients à Risque / Perdus
257,1,25.5,Casablanca,3,1,1,311,0,Clients Réguliers
717,1,424.3,Marrakech,4,1,2,412,0,Clients Réguliers
419,1,474.03,Rabat,4,1,2,412,0,Clients Réguliers
154,2,665.78,Agadir,3,2,2,322,2,Clients à Risque / Perdus
384,1,491.23,Rabat,4,1,2,412,0,Clients Réguliers
28,10,16075.42,Tétouan,2,4,4,244,2,Clients à Risque / Perdus
659,1,174.95,Casablanca,4,1,1,411,0,Clients Réguliers
24,8,1295.46,Marrakech,1,4,3,143,2,Clients à Risque / Perdus
161,3,510.7,Casablanca,3,3,2,332,2,Clients à Risque / Perdus
42,2,476.58,Tanger,2,2,2,222,2,Clients à Risque / Perdus
498,1,205.17,Rabat,4,1,1,411,0,Clients Réguliers
569,6,2322.59,El Jadida,4,3,4,434,0,Clients Réguliers
1,8,808.62,Meknès,1,4,2,142,2,Clients à Risque / Perdus
3,7,2761.4900000000002,Marrakech,1,4,4,144,2,Clients à Risque / Perdus
643,1,389.78,Rabat,4,1,2,412,0,Clients Réguliers
283,1,116.19999999999999,Agadir,3,1,1,311,0,Clients Réguliers
313,1,157.02,Marrakech,3,1,1,311,0,Clients Réguliers
55,1,547.25,Tanger,2,1,2,212,2,Clients à Risque / Perdus
228,1,307.46,Rabat,3,1,1,311,2,Clients à Risque / Perdus
398,1,314.74,Marrakech,4,1,1,411,0,Clients Réguliers
114,4,570.5,Rabat,3,3,2,332,2,Clients à Risque / Perdus
157,3,977.17,Marrakech,3,3,3,333,2,Clients à Risque / Perdus
180,1,298.89,Casablanca,3,1,1,311,2,Clients à Risque / Perdus
45,1,259.35,Tétouan,2,1,1,211,2,Clients à Risque / Perdus
147,9,2070.44,Marrakech,3,4,3,343,2,Clients à Risque / Perdus
424,5,1155.0300000000002,Meknès,4,3,3,433,0,Clients Réguliers
330,1,157.09,Oujda,3,1,1,311,0,Clients Réguliers
515,1,31.85,Tanger,4,1,1,411,0,Clients Réguliers
1,5,2463.17,Rabat,1,3,4,134,2,Clients à Risque / Perdus
447,2,1272.8,Kenitra,4,2,3,423,0,Clients Réguliers
11,12,14622.33,Marrakech,1,4,4,144,2,Clients à Risque / Perdus
102,3,637.1,Casablanca,3,3,2,332,2,Clients à Risque / Perdus
11,10,1954.16,Agadir,1,4,3,143,2,Clients à Risque / Perdus
658,1,231.68,Tanger,4,1,1,411,0,Clients Réguliers
411,6,1133.63,Rabat,4,3,3,433,0,Clients Réguliers
271,7,4417.27,Rabat,3,4,4,344,2,Clients à Risque / Perdus
11,25,19584.46,Rabat,1,4,4,144,2,Clients à Risque / Perdus
242,1,465.32,Casablanca,3,1,2,312,2,Clients à Risque / Perdus
413,4,754.33,Casablanca,4,3,2,432,0,Clients Réguliers
234,4,1283.75,Marrakech,3,3,3,333,2,Clients à Risque / Perdus
412,2,924.11,Casablanca,4,2,3,423,0,Clients Réguliers
80,1,595.89,Kenitra,2,1,2,212,2,Clients à Risque / Perdus
508,4,3120.91,Tanger,4,3,4,434,0,Clients Réguliers
101,13,5860.24,Marrakech,2,4,4,244,2,Clients à Risque / Perdus
18,9,3199.95,Agadir,1,4,4,144,2,Clients à Risque / Perdus
47,1,124.88,Kenitra,2,1,1,211,2,Clients à Risque / Perdus
446,1,143.10000000000002,Rabat,4,1,1,411,0,Clients Réguliers
372,6,1375.65,Rabat,3,3,3,333,0,Clients Réguliers
730,1,231.90000000000003,El Jadida,4,1,1,411,0,Clients Réguliers
190,4,2016.5,Kenitra,3,3,3,333,2,Clients à Risque / Perdus
19,1,213.78,Casablanca,1,1,1,111,2,Clients à Risque / Perdus
70,1,329.34,Rabat,2,1,1,211,2,Clients à Risque / Perdus
13,7,892.46,Rabat,1,4,3,143,2,Clients à Risque / Perdus
487,1,591.87,Kenitra,4,1,2,412,0,Clients Réguliers
3,19,5151.9,Fès,1,4,4,144,2,Clients à Risque / Perdus
27,5,1980.0,Tanger,2,3,3,233,2,Clients à Risque / Perdus
17,5,2099.59,Rabat,1,3,3,133,2,Clients à Risque / Perdus
26,17,10209.16,Tanger,1,4,4,144,2,Clients à Risque / Perdus
439,1,856.01,Casablanca,4,1,2,412,0,Clients Réguliers
24,10,1715.46,Rabat,1,4,3,143,2,Clients à Risque / Perdus
17,4,699.78,Agadir,1,3,2,132,2,Clients à Risque / Perdus
28,7,2467.35,Oujda,2,4,4,244,2,Clients à Risque / Perdus
279,6,1794.32,Casablanca,3,3,3,333,0,Clients Réguliers
34,2,206.34,Rabat,2,2,1,221,2,Clients à Risque / Perdus
375,3,867.11,Meknès,3,3,2,332,0,Clients Réguliers
494,1,400.2,Marrakech,4,1,2,412,0,Clients Réguliers
53,3,1156.73,Casablanca,2,3,3,233,2,Clients à Risque / Perdus
369,2,178.68,Tanger,3,2,1,321,0,Clients Réguliers
284,2,384.59,Rabat,3,2,2,322,0,Clients Réguliers
74,3,956.5699999999999,Fès,2,3,3,233,2,Clients à Risque / Perdus
5,7,3209.4,Rabat,1,4,4,144,2,Clients à Risque / Perdus
213,1,59.9,Rabat,3,1,1,311,2,Clients à Risque / Perdus
39,4,1443.69,Casablanca,2,3,3,233,2,Clients à Risque / Perdus
197,3,902.3199999999999,Tétouan,3,3,3,333,2,Clients à Risque / Perdus
500,1,119.5,Marrakech,4,1,1,411,0,Clients Réguliers
726,1,436.71,Oujda,4,1,2,412,0,Clients Réguliers
173,6,1507.26,Rabat,3,3,3,333,2,Clients à Risque / Perdus
51,11,2256.98,Marrakech,2,4,3,243,2,Clients à Risque / Perdus
52,3,465.37,Rabat,2,3,2,232,2,Clients à Risque / Perdus
418,2,321.3,Agadir,4,2,1,421,0,Clients Réguliers
3,6,3347.31,Tanger,1,3,4,134,2,Clients à Risque / Perdus
564,2,198.41000000000003,Fès,4,2,1,421,0,Clients Réguliers
587,3,229.46,Casablanca,4,3,1,431,0,Clients Réguliers
42,2,144.0,Oujda,2,2,1,221,2,Clients à Risque / Perdus
222,2,467.71,Rabat,3,2,2,322,2,Clients à Risque / Perdus
6,13,4592.93,Tanger,1,4,4,144,2,Clients à Risque / Perdus
101,5,957.63,Kenitra,2,3,3,233,2,Clients à Risque / Perdus
54,7,1743.04,Tanger,2,4,3,243,2,Clients à Risque / Perdus
23,15,4836.05,Casablanca,1,4,4,144,2,Clients à Risque / Perdus
531,1,77.83,Kenitra,4,1,1,411,0,Clients Réguliers
31,9,2310.04,Marrakech,2,4,4,244,2,Clients à Risque / Perdus
269,3,812.5,Rabat,3,3,2,332,0,Clients Réguliers
651,1,562.98,Kenitra,4,1,2,412,0,Clients Réguliers
423,1,352.9,Tanger,4,1,2,412,0,Clients Réguliers
25,1,1013.01,Tanger,1,1,3,113,2,Clients à Risque / Perdus
19,3,1213.88,Casablanca,1,3,3,133,2,Clients à Risque / Perdus
577,1,145.12,Rabat,4,1,1,411,0,Clients Réguliers
383,4,356.71,Rabat,4,3,2,432,0,Clients Réguliers
49,4,1242.04,Fès,2,3,3,233,2,Clients à Risque / Perdus
416,1,160.65,Agadir,4,1,1,411,0,Clients Réguliers
31,10,5575.88,Rabat,2,4,4,244,2,Clients à Risque / Perdus
170,9,5504.6900000000005,Agadir,3,4,4,344,2,Clients à Risque / Perdus
49,3,999.35,Agadir,2,3,3,233,2,Clients à Risque / Perdus
48,1,204.24,Casablanca,2,1,1,211,2,Clients à Risque / Perdus
647,1,303.21999999999997,Rabat,4,1,1,411,0,Clients Réguliers
391,1,115.35,Marrakech,4,1,1,411,0,Clients Réguliers
644,3,611.6,Marrakech,4,3,2,432,0,Clients Réguliers
388,1,253.37,Marrakech,4,1,1,411,0,Clients Réguliers
22,13,4046.65,Rabat,1,4,4,144,2,Clients à Risque / Perdus
248,3,794.41,Casablanca,3,3,2,332,2,Clients à Risque / Perdus
35,13,5182.3,Kenitra,2,4,4,244,2,Clients à Risque / Perdus
55,6,1069.1200000000001,El Jadida,2,3,3,233,2,Clients à Risque / Perdus
459,1,186.15,Meknès,4,1,1,411,0,Clients Réguliers
550,1,65.05,Casablanca,4,1,1,411,0,Clients Réguliers
229,2,218.0,Agadir,3,2,1,321,2,Clients à Risque / Perdus
6,17,4083.99,Marrakech,1,4,4,144,2,Clients à Risque / Perdus
27,2,259.13,Fès,2,2,1,221,2,Clients à Risque / Perdus
19,21,4481.75,Casablanca,1,4,4,144,2,Clients à Risque / Perdus
2,5,978.52,Meknès,1,3,3,133,2,Clients à Risque / Perdus
60,6,1605.01,Casablanca,2,3,3,233,2,Clients à Risque / Perdus
305,3,873.53,Marrakech,3,3,2,332,0,Clients Réguliers
496,1,100.86,Rabat,4,1,1,411,0,Clients Réguliers
577,1,131.15,Casablanca,4,1,1,411,0,Clients Réguliers
304,3,900.12,Tanger,3,3,3,333,0,Clients Réguliers
14,12,2022.03,Marrakech,1,4,3,143,2,Clients à Risque / Perdus
11,13,3177.24,Casablanca,1,4,4,144,2,Clients à Risque / Perdus
91,2,318.76,Casablanca,2,2,1,221,2,Clients à Risque / Perdus
259,18,9924.95,Tétouan,3,4,4,344,2,Clients à Risque / Perdus
7,25,7197.04,Fès,1,4,4,144,2,Clients à Risque / Perdus
10,1,208.04,Rabat,1,1,1,111,2,Clients à Risque / Perdus
30,3,560.86,Tanger,2,3,2,232,2,Clients à Risque / Perdus
178,1,149.89000000000001,Fès,3,1,1,311,2,Clients à Risque / Perdus
20,8,1904.8799999999999,Fès,1,4,3,143,2,Clients à Risque / Perdus
8,12,1929.26,Rabat,1,4,3,143,2,Clients à Risque / Perdus
6,4,1002.08,Rabat,1,3,3,133,2,Clients à Risque / Perdus
2,31,7644.43,Rabat,1,4,4,144,2,Clients à Risque / Perdus
308,4,1189.45,Casablanca,3,3,3,333,0,Clients Réguliers
591,1,130.6,Marrakech,4,1,1,411,0,Clients Réguliers
381,12,2744.14,El Jadida,4,4,4,444,0,Clients Réguliers
103,5,2889.28,Meknès,3,3,4,334,2,Clients à Risque / Perdus
1,68,20285.56,Meknès,1,4,4,144,1,VIP / Champions
48,5,1826.04,Marrakech,2,3,3,233,2,Clients à Risque / Perdus
200,2,371.63,Oujda,3,2,2,322,2,Clients à Risque / Perdus
542,2,38.92,Tanger,4,2,1,421,0,Clients Réguliers
10,1,282.19,Agadir,1,1,1,111,2,Clients à Risque / Perdus
115,2,546.16,Agadir,3,2,2,322,2,Clients à Risque / Perdus
424,1,68.03,Casablanca,4,1,1,411,0,Clients Réguliers
256,1,162.65,Tanger,3,1,1,311,0,Clients Réguliers
358,3,812.4300000000001,El Jadida,3,3,2,332,0,Clients Réguliers
112,2,353.86,Kenitra,3,2,2,322,2,Clients à Risque / Perdus
14,1,178.26,Agadir,1,1,1,111,2,Clients à Risque / Perdus
10,2,368.6,Kenitra,1,2,2,122,2,Clients à Risque / Perdus
36,4,799.13,Casablanca,2,3,2,232,2,Clients à Risque / Perdus
102,5,498.93,Agadir,3,3,2,332,2,Clients à Risque / Perdus
432,2,192.73,Tanger,4,2,1,421,0,Clients Réguliers
392,2,417.3,Casablanca,4,2,2,422,0,Clients Réguliers
143,6,1889.34,Casablanca,3,3,3,333,2,Clients à Risque / Perdus
406,1,120.95,Agadir,4,1,1,411,0,Clients Réguliers
505,1,230.44,Casablanca,4,1,1,411,0,Clients Réguliers
48,11,2757.62,Casablanca,2,4,4,244,2,Clients à Risque / Perdus
203,1,63.440000000000005,Tanger,3,1,1,311,2,Clients à Risque / Perdus
420,1,279.59,Fès,4,1,1,411,0,Clients Réguliers
134,2,562.9,Rabat,3,2,2,322,2,Clients à Risque / Perdus
143,3,320.15,Rabat,3,3,1,331,2,Clients à Risque / Perdus
122,2,317.62,Oujda,3,2,1,321,2,Clients à Risque / Perdus
103,11,1733.8899999999999,Casablanca,3,4,3,343,2,Clients à Risque / Perdus
381,1,537.46,Tanger,4,1,2,412,0,Clients Réguliers
464,2,604.4,Tanger,4,2,2,422,0,Clients Réguliers
731,1,210.39,Casablanca,4,1,1,411,0,Clients Réguliers
37,4,2148.63,Rabat,2,3,3,233,2,Clients à Risque / Perdus
419,1,141.12,Rabat,4,1,1,411,0,Clients Réguliers
30,2,577.38,Kenitra,2,2,2,222,2,Clients à Risque / Perdus
378,1,114.52,Casablanca,4,1,1,411,0,Clients Réguliers
397,1,508.39,Casablanca,4,1,2,412,0,Clients Réguliers
223,2,1065.3500000000001,Tanger,3,2,3,323,2,Clients à Risque / Perdus
237,2,271.24,Tanger,3,2,1,321,2,Clients à Risque / Perdus
53,1,187.82999999999998,Agadir,2,1,1,211,2,Clients à Risque / Perdus
433,1,118.85999999999999,Casablanca,4,1,1,411,0,Clients Réguliers
369,6,797.8499999999999,Marrakech,3,3,2,332,0,Clients Réguliers
125,5,2339.66,Marrakech,3,3,4,334,2,Clients à Risque / Perdus
374,1,188.46,Rabat,3,1,1,311,0,Clients Réguliers
55,8,2793.16,Tétouan,2,4,4,244,2,Clients à Risque / Perdus
623,2,428.34,Agadir,4,2,2,422,0,Clients Réguliers
17,3,395.48,Rabat,1,3,2,132,2,Clients à Risque / Perdus
21,21,4111.96,Marrakech,1,4,4,144,2,Clients à Risque / Perdus
4,11,2499.98,Tanger,1,4,4,144,2,Clients à Risque / Perdus
27,9,2079.39,Rabat,2,4,3,243,2,Clients à Risque / Perdus
11,7,1329.23,Tétouan,1,4,3,143,2,Clients à Risque / Perdus
304,1,550.8000000000001,Fès,3,1,2,312,0,Clients Réguliers
467,2,271.75,Marrakech,4,2,1,421,0,Clients Réguliers
3,17,3774.23,Marrakech,1,4,4,144,2,Clients à Risque / Perdus
664,2,467.78999999999996,Rabat,4,2,2,422,0,Clients Réguliers
24,3,556.95,Rabat,1,3,2,132,2,Clients à Risque / Perdus
725,1,338.13,Tanger,4,1,1,411,0,Clients Réguliers
12,1,131.78,Marrakech,1,1,1,111,2,Clients à Risque / Perdus
96,5,957.5600000000001,Marrakech,2,3,3,233,2,Clients à Risque / Perdus
7,6,1016.08,Kenitra,1,3,3,133,2,Clients à Risque / Perdus
386,2,393.64,Casablanca,4,2,2,422,0,Clients Réguliers
16,2,330.43,Tanger,1,2,1,121,2,Clients à Risque / Perdus
10,5,1135.63,Tétouan,1,3,3,133,2,Clients à Risque / Perdus
356,1,250.04,Casablanca,3,1,1,311,0,Clients Réguliers
529,1,111.5,Oujda,4,1,1,411,0,Clients Réguliers
644,1,2135.46,Rabat,4,1,3,413,0,Clients Réguliers
6,21,9782.35,Rabat,1,4,4,144,2,Clients à Risque / Perdus
390,11,3999.8900000000003,Kenitra,4,4,4,444,0,Clients Réguliers
388,2,4511.76,Agadir,4,2,4,424,0,Clients Réguliers
90,3,330.59000000000003,Casablanca,2,3,1,231,2,Clients à Risque / Perdus
382,2,1025.1,Tanger,4,2,3,423,0,Clients Réguliers
73,6,3566.56,Fès,2,3,4,234,2,Clients à Risque / Perdus
134,3,644.3,Casablanca,3,3,2,332,2,Clients à Risque / Perdus
26,1,2328.84,Casablanca,1,1,4,114,2,Clients à Risque / Perdus
20,17,4904.43,Agadir,1,4,4,144,2,Clients à Risque / Perdus
13,42,9460.42,Rabat,1,4,4,144,2,Clients à Risque / Perdus
415,1,124.45,Meknès,4,1,1,411,0,Clients Réguliers
41,3,2600.34,Marrakech,2,3,4,234,2,Clients à Risque / Perdus
721,1,164.28,Agadir,4,1,1,411,0,Clients Réguliers
664,1,29.1,Meknès,4,1,1,411,0,Clients Réguliers
95,6,2895.77,Casablanca,2,3,4,234,2,Clients à Risque / Perdus
3,6,1741.18,Casablanca,1,3,3,133,2,Clients à Risque / Perdus
371,5,922.59,Rabat,3,3,3,333,0,Clients Réguliers
10,12,1565.59,Rabat,1,4,3,143,2,Clients à Risque / Perdus
13,12,2301.87,Casablanca,1,4,4,144,2,Clients à Risque / Perdus
276,3,609.5699999999999,Fès,3,3,2,332,0,Clients Réguliers
403,2,321.95,Oujda,4,2,1,421,0,Clients Réguliers
405,2,152.35,Rabat,4,2,1,421,0,Clients Réguliers
668,1,104.7,Oujda,4,1,1,411,0,Clients Réguliers
9,5,1004.4300000000001,Tanger,1,3,3,133,2,Clients à Risque / Perdus
18,4,423.8,Rabat,1,3,2,132,2,Clients à Risque / Perdus
119,1,175.2,Casablanca,3,1,1,311,2,Clients à Risque / Perdus
523,5,838.27,Agadir,4,3,2,432,0,Clients Réguliers
81,1,494.25,Casablanca,2,1,2,212,2,Clients à Risque / Perdus
297,3,635.15,Casablanca,3,3,2,332,0,Clients Réguliers
379,2,508.0,Kenitra,4,2,2,422,0,Clients Réguliers
467,1,81.12,Tanger,4,1,1,411,0,Clients Réguliers
146,4,2027.8700000000001,Meknès,3,3,3,333,2,Clients à Risque / Perdus
12,17,12142.57,Marrakech,1,4,4,144,2,Clients à Risque / Perdus
89,3,362.36,Kenitra,2,3,2,232,2,Clients à Risque / Perdus
25,18,22404.82,Fès,1,4,4,144,2,Clients à Risque / Perdus
152,5,1889.83,Rabat,3,3,3,333,2,Clients à Risque / Perdus
375,4,1227.54,Casablanca,3,3,3,333,0,Clients Réguliers
350,6,1259.94,Casablanca,3,3,3,333,0,Clients Réguliers
42,2,468.11,Tétouan,2,2,2,222,2,Clients à Risque / Perdus
10,10,1604.68,Casablanca,1,4,3,143,2,Clients à Risque / Perdus
7,25,5185.91,Tétouan,1,4,4,144,2,Clients à Risque / Perdus
82,1,228.96,Casablanca,2,1,1,211,2,Clients à Risque / Perdus
10,9,2476.41,Rabat,1,4,4,144,2,Clients à Risque / Perdus
174,5,852.25,Fès,3,3,2,332,2,Clients à Risque / Perdus
3,7,1906.041,Casablanca,1,4,3,143,2,Clients à Risque / Perdus
31,12,1988.23,Oujda,2,4,3,243,2,Clients à Risque / Perdus
691,1,36.25,Marrakech,4,1,1,411,0,Clients Réguliers
124,4,3242.0,Casablanca,3,3,4,334,2,Clients à Risque / Perdus
46,4,3143.46,Rabat,2,3,4,234,2,Clients à Risque / Perdus
381,1,285.11,Casablanca,4,1,1,411,0,Clients Réguliers
307,5,946.47,Marrakech,3,3,3,333,0,Clients Réguliers
19,2,388.14,Casablanca,1,2,2,122,2,Clients à Risque / Perdus
298,5,866.05,Meknès,3,3,2,332,0,Clients Réguliers
6,2,284.46,Casablanca,1,2,1,121,2,Clients à Risque / Perdus
13,6,1231.3799999999999,Marrakech,1,3,3,133,2,Clients à Risque / Perdus
44,5,880.64,Agadir,2,3,2,232,2,Clients à Risque / Perdus
234,7,1024.04,Casablanca,3,4,3,343,2,Clients à Risque / Perdus
390,3,940.86,Marrakech,4,3,3,433,0,Clients Réguliers
2,26,11649.9,Tanger,1,4,4,144,2,Clients à Risque / Perdus
8,15,8224.98,Casablanca,1,4,4,144,2,Clients à Risque / Perdus
427,2,1096.24,Casablanca,4,2,3,423,0,Clients Réguliers
233,1,168.4,Casablanca,3,1,1,311,2,Clients à Risque / Perdus
18,14,2826.14,Agadir,1,4,4,144,2,Clients à Risque / Perdus
451,1,979.1999999999999,Marrakech,4,1,3,413,0,Clients Réguliers
68,4,446.18,Tanger,2,3,2,232,2,Clients à Risque / Perdus
12,6,662.55,Tanger,1,3,2,132,2,Clients à Risque / Perdus
36,28,4377.56,Kenitra,2,4,4,244,2,Clients à Risque / Perdus
35,7,1167.5,Meknès,2,4,3,243,2,Clients à Risque / Perdus
214,3,727.11,Rabat,3,3,2,332,2,Clients à Risque / Perdus
194,4,660.55,Kenitra,3,3,2,332,2,Clients à Risque / Perdus
66,4,453.64,Marrakech,2,3,2,232,2,Clients à Risque / Perdus
19,78,18319.41,Tétouan,1,4,4,144,1,VIP / Champions
369,1,10.95,Casablanca,3,1,1,311,0,Clients Réguliers
6,1,404.66,Rabat,1,1,2,112,2,Clients à Risque / Perdus
429,3,645.0,Rabat,4,3,2,432,0,Clients Réguliers
4,38,40002.37,Agadir,1,4,4,144,2,Clients à Risque / Perdus
61,8,902.28,Casablanca,2,4,3,243,2,Clients à Risque / Perdus
448,1,110.69999999999999,Fès,4,1,1,411,0,Clients Réguliers
14,3,507.55,Agadir,1,3,2,132,2,Clients à Risque / Perdus
10,1,261.11,Marrakech,1,1,1,111,2,Clients à Risque / Perdus
3,7,2812.77,El Jadida,1,4,4,144,2,Clients à Risque / Perdus
15,2,784.11,Agadir,1,2,2,122,2,Clients à Risque / Perdus
73,11,2691.57,Agadir,2,4,4,244,2,Clients à Risque / Perdus
9,58,51347.9,Marrakech,1,4,4,144,1,VIP / Champions
416,1,149.3,Agadir,4,1,1,411,0,Clients Réguliers
159,2,508.8,Oujda,3,2,2,322,2,Clients à Risque / Perdus
302,3,626.56,Agadir,3,3,2,332,0,Clients Réguliers
406,2,381.15,Meknès,4,2,2,422,0,Clients Réguliers
214,1,203.86999999999998,Casablanca,3,1,1,311,2,Clients à Risque / Perdus
503,1,97.5,Meknès,4,1,1,411,0,Clients Réguliers
34,14,8807.1,Casablanca,2,4,4,244,2,Clients à Risque / Perdus
17,3,1233.18,El Jadida,1,3,3,133,2,Clients à Risque / Perdus
110,3,653.38,Casablanca,3,3,2,332,2,Clients à Risque / Perdus
121,8,4677.05,Marrakech,3,4,4,344,2,Clients à Risque / Perdus
536,1,114.85,Rabat,4,1,1,411,0,Clients Réguliers
26,22,4809.38,Oujda,1,4,4,144,2,Clients à Risque / Perdus
31,2,400.57,Casablanca,2,2,2,222,2,Clients à Risque / Perdus
21,22,47543.12,Tanger,1,4,4,144,2,Clients à Risque / Perdus
68,2,883.01,Agadir,2,2,2,222,2,Clients à Risque / Perdus
328,13,4905.05,Rabat,3,4,4,344,0,Clients Réguliers
407,1,552.9,Rabat,4,1,2,412,0,Clients Réguliers
159,3,316.09000000000003,Casablanca,3,3,1,331,2,Clients à Risque / Perdus
180,10,7793.51,Meknès,3,4,4,344,2,Clients à Risque / Perdus
11,5,1214.72,Casablanca,1,3,3,133,2,Clients à Risque / Perdus
7,5,1425.38,Tétouan,1,3,3,133,2,Clients à Risque / Perdus
19,15,4231.12,Rabat,1,4,4,144,2,Clients à Risque / Perdus
400,2,560.14,Tanger,4,2,2,422,0,Clients Réguliers
39,6,2249.52,Agadir,2,3,3,233,2,Clients à Risque / Perdus
75,1,507.84,El Jadida,2,1,2,212,2,Clients à Risque / Perdus
25,22,17298.45,Meknès,1,4,4,144,2,Clients à Risque / Perdus
544,1,164.18,Agadir,4,1,1,411,0,Clients Réguliers
38,3,670.0600000000001,Tétouan,2,3,2,232,2,Clients à Risque / Perdus
6,18,6500.52,Rabat,1,4,4,144,2,Clients à Risque / Perdus
45,6,1084.43,Marrakech,2,3,3,233,2,Clients à Risque / Perdus
381,3,1059.41,Meknès,4,3,3,433,0,Clients Réguliers
11,11,3594.76,Tanger,1,4,4,144,2,Clients à Risque / Perdus
41,3,1118.95,Casablanca,2,3,3,233,2,Clients à Risque / Perdus
14,2,759.17,Casablanca,1,2,2,122,2,Clients à Risque / Perdus
3,13,8077.77,Rabat,1,4,4,144,2,Clients à Risque / Perdus
67,1,100.8,Rabat,2,1,1,211,2,Clients à Risque / Perdus
17,44,31404.16,Casablanca,1,4,4,144,2,Clients à Risque / Perdus
123,5,1357.46,Casablanca,3,3,3,333,2,Clients à Risque / Perdus
28,4,735.17,Tanger,2,3,2,232,2,Clients à Risque / Perdus
308,1,403.3,Kenitra,3,1,2,312,0,Clients Réguliers
13,9,1751.39,Fès,1,4,3,143,2,Clients à Risque / Perdus
83,2,569.96,Tanger,2,2,2,222,2,Clients à Risque / Perdus
4,6,2052.48,Meknès,1,3,3,133,2,Clients à Risque / Perdus
406,1,331.35,Rabat,4,1,1,411,0,Clients Réguliers
222,4,440.15999999999997,Tétouan,3,3,2,332,2,Clients à Risque / Perdus
525,1,373.17,Agadir,4,1,2,412,0,Clients Réguliers
249,5,1422.77,Casablanca,3,3,3,333,2,Clients à Risque / Perdus
651,1,325.74,Marrakech,4,1,1,411,0,Clients Réguliers
152,4,323.58,Tanger,3,3,1,331,2,Clients à Risque / Perdus
727,1,293.35,El Jadida,4,1,1,411,0,Clients Réguliers
32,15,4620.3,Casablanca,2,4,4,244,2,Clients à Risque / Perdus
215,1,534.24,Rabat,3,1,2,312,2,Clients à Risque / Perdus
143,3,2940.04,Tanger,3,3,4,334,2,Clients à Risque / Perdus
172,2,120.9,Casablanca,3,2,1,321,2,Clients à Risque / Perdus
35,2,541.53,Kenitra,2,2,2,222,2,Clients à Risque / Perdus
492,46,14556.97,Marrakech,4,4,4,444,0,Clients Réguliers
40,12,4525.46,Casablanca,2,4,4,244,2,Clients à Risque / Perdus
3,51,246973.09,El Jadida,1,4,4,144,1,VIP / Champions
11,6,1427.22,Casablanca,1,3,3,133,2,Clients à Risque / Perdus
13,2,486.71999999999997,Casablanca,1,2,2,122,2,Clients à Risque / Perdus
187,10,1547.94,Marrakech,3,4,3,343,2,Clients à Risque / Perdus
199,1,131.7,Marrakech,3,1,1,311,2,Clients à Risque / Perdus
360,2,1225.42,Rabat,3,2,3,323,0,Clients Réguliers
122,14,5984.8099999999995,Marrakech,3,4,4,344,2,Clients à Risque / Perdus
11,2,529.58,Marrakech,1,2,2,122,2,Clients à Risque / Perdus
38,2,657.3,Casablanca,2,2,2,222,2,Clients à Risque / Perdus
89,16,2228.27,Rabat,2,4,3,243,2,Clients à Risque / Perdus
18,3,757.46,Marrakech,1,3,2,132,2,Clients à Risque / Perdus
55,2,675.69,Kenitra,2,2,2,222,2,Clients à Risque / Perdus
11,7,2557.91,Marrakech,1,4,4,144,2,Clients à Risque / Perdus
153,3,1000.94,Marrakech,3,3,3,333,2,Clients à Risque / Perdus
421,7,2542.79,Marrakech,4,4,4,444,0,Clients Réguliers
6,2,763.28,Rabat,1,2,2,122,2,Clients à Risque / Perdus
391,1,102.6,Rabat,4,1,1,411,0,Clients Réguliers
5,3,194.8,Meknès,1,3,1,131,2,Clients à Risque / Perdus
12,17,5051.25,Fès,1,4,4,144,2,Clients à Risque / Perdus
40,11,2804.87,Casablanca,2,4,4,244,2,Clients à Risque / Perdus
470,1,321.65000000000003,Marrakech,4,1,1,411,0,Clients Réguliers
186,4,935.1,Marrakech,3,3,3,333,2,Clients à Risque / Perdus
404,2,607.0,Casablanca,4,2,2,422,0,Clients Réguliers
595,1,1047.0,Casablanca,4,1,3,413,0,Clients Réguliers
74,1,194.37,Casablanca,2,1,1,211,2,Clients à Risque / Perdus
391,2,489.86,Marrakech,4,2,2,422,0,Clients Réguliers
608,2,1144.3,Casablanca,4,2,3,423,0,Clients Réguliers
403,2,1272.8,Marrakech,4,2,3,423,0,Clients Réguliers
628,1,389.26000000000005,Rabat,4,1,2,412,0,Clients Réguliers
73,2,902.03,Rabat,2,2,3,223,2,Clients à Risque / Perdus
11,3,1083.19,Casablanca,1,3,3,133,2,Clients à Risque / Perdus
482,2,778.19,Kenitra,4,2,2,422,0,Clients Réguliers
61,4,591.73,Tanger,2,3,2,232,2,Clients à Risque / Perdus
