Recence,Frequence,Montant,Ville,Segment,Cluster,RFM_Score,Churn,Proba_Churn,Risque
101,2,554.5,Oujda,Clients à Risque / Perdus,2,222,0,0.0009957587,Faible
203,2,696.85,Casablanca,Clients à Risque / Perdus,2,322,1,0.99970335,Élevé
241,2,923.11,Rabat,Clients à Risque / Perdus,2,323,1,0.99970335,Élevé
173,2,833.78,Marrakech,Clients à Risque / Perdus,2,322,0,0.00087394664,Faible
731,1,160.39,Kenitra,Clients Réguliers,0,411,1,0.99978894,Élevé
444,1,678.8,Fès,Clients Réguliers,0,412,1,0.9997396,Élevé
165,4,541.9,Tanger,Clients à Risque / Perdus,2,332,0,0.00035574473,Faible
38,3,672.8,Rabat,Clients à Risque / Perdus,2,232,0,0.0002267366,Faible
515,1,306.58000000000004,El Jadida,Clients Réguliers,0,411,1,0.99971753,Élevé
67,7,1916.11,Casablanca,Clients à Risque / Perdus,2,243,0,0.00023818534,Faible
582,1,136.2,Tanger,Clients Réguliers,0,411,1,0.99978894,Élevé
54,16,17550.39,Casablanca,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
11,2,1212.66,Fès,Clients à Risque / Perdus,2,123,0,0.00028826602,Faible
136,8,1711.47,El Jadida,Clients à Risque / Perdus,2,343,0,0.00046944548,Faible
13,13,6548.37,Marrakech,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
17,30,16833.170000000002,Rabat,Clients à Risque / Perdus,2,144,0,0.00022625006,Faible
5,4,933.62,Marrakech,Clients à Risque / Perdus,2,133,0,0.0002267366,Faible
363,6,814.07,Fès,Clients Réguliers,0,332,1,0.9997167,Élevé
184,1,39.12,Marrakech,Clients à Risque / Perdus,2,311,1,0.99971837,Élevé
11,7,1879.55,Casablanca,Clients à Risque / Perdus,2,143,0,0.00019653594,Faible
535,4,986.63,Rabat,Clients Réguliers,0,433,1,0.9997167,Élevé
389,1,163.8,Kenitra,Clients Réguliers,0,411,1,0.99971837,Élevé
725,1,165.0,Casablanca,Clients Réguliers,0,411,1,0.99978894,Élevé
564,1,109.2,Casablanca,Clients Réguliers,0,411,1,0.99978894,Élevé
357,1,135.39999999999998,Fès,Clients Réguliers,0,311,1,0.99971837,Élevé
14,2,225.94,Marrakech,Clients à Risque / Perdus,2,121,0,0.00027769,Faible
63,2,570.13,Meknès,Clients à Risque / Perdus,2,222,0,0.0002842593,Faible
10,13,862.42,Marrakech,Clients à Risque / Perdus,2,142,0,0.00019653594,Faible
19,3,1374.87,Casablanca,Clients à Risque / Perdus,2,133,0,0.00021904154,Faible
12,20,8030.150000000001,Rabat,Clients à Risque / Perdus,2,144,0,0.00025717216,Faible
23,3,1692.27,Agadir,Clients à Risque / Perdus,2,133,0,0.00021904154,Faible
31,19,7864.94,Fès,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
674,1,188.83,Rabat,Clients Réguliers,0,411,1,0.99978894,Élevé
50,2,319.61,Rabat,Clients à Risque / Perdus,2,221,0,0.00027769,Faible
437,2,608.86,Agadir,Clients Réguliers,0,422,1,0.99976844,Élevé
29,6,2361.9,Meknès,Clients à Risque / Perdus,2,234,0,0.00021904154,Faible
406,2,880.62,Kenitra,Clients Réguliers,0,422,1,0.99976844,Élevé
5,11,2786.05,Casablanca,Clients à Risque / Perdus,2,144,0,0.00019653594,Faible
361,3,793.06,Rabat,Clients Réguliers,0,332,1,0.9993057,Élevé
38,3,821.45,Kenitra,Clients à Risque / Perdus,2,232,0,0.0002267366,Faible
68,7,1921.84,Casablanca,Clients à Risque / Perdus,2,243,0,0.00023818534,Faible
52,4,917.14,Casablanca,Clients à Risque / Perdus,2,233,0,0.0003312044,Faible
529,1,320.25,Tanger,Clients Réguliers,0,411,1,0.9997223,Élevé
6,54,141740.79,Marrakech,VIP / Champions,1,144,0,0.00023124371,Faible
56,2,324.24,Oujda,Clients à Risque / Perdus,2,221,0,0.0002842593,Faible
42,16,5070.92,Casablanca,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
386,1,157.63,Tétouan,Clients Réguliers,0,411,1,0.99971837,Élevé
5,3,1115.16,Casablanca,Clients à Risque / Perdus,2,133,0,0.00021904154,Faible
71,2,422.6,Marrakech,Clients à Risque / Perdus,2,222,0,0.0002842593,Faible
67,4,353.03,Agadir,Clients à Risque / Perdus,2,232,0,0.00031551783,Faible
413,2,178.83,Marrakech,Clients Réguliers,0,421,1,0.9997595,Élevé
251,4,1914.7,Tanger,Clients à Risque / Perdus,2,333,1,0.99926907,Élevé
64,5,1199.46,Oujda,Clients à Risque / Perdus,2,233,0,0.0002978142,Faible
718,1,98.3,Marrakech,Clients Réguliers,0,411,1,0.99978894,Élevé
557,2,193.15,Agadir,Clients Réguliers,0,421,1,0.9997861,Élevé
130,4,657.9000000000001,Rabat,Clients à Risque / Perdus,2,332,0,0.00028662445,Faible
236,1,112.75,Oujda,Clients à Risque / Perdus,2,311,1,0.99971837,Élevé
222,2,1998.0,Rabat,Clients à Risque / Perdus,2,323,1,0.99970335,Élevé
375,7,994.6,Tanger,Clients Réguliers,0,343,1,0.9995741,Élevé
4,25,9167.71,Tanger,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
4,26,9916.73,Meknès,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
410,4,1110.83,Rabat,Clients Réguliers,0,433,1,0.9997167,Élevé
613,2,695.66,Tanger,Clients Réguliers,0,422,1,0.99979407,Élevé
7,41,43264.531,Casablanca,Clients à Risque / Perdus,2,144,0,0.00025717216,Faible
32,3,531.35,Marrakech,Clients à Risque / Perdus,2,232,0,0.00021599677,Faible
395,4,551.11,Casablanca,Clients Réguliers,0,432,1,0.9997025,Élevé
41,1,656.63,El Jadida,Clients à Risque / Perdus,2,212,0,0.00032832907,Faible
80,14,9087.46,Meknès,Clients à Risque / Perdus,2,244,0,0.0004533296,Faible
14,22,6349.09,Meknès,Clients à Risque / Perdus,2,144,0,0.0002562538,Faible
22,8,2572.88,Rabat,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
4,13,4266.99,Meknès,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
14,32,14560.69,Rabat,Clients à Risque / Perdus,2,144,0,0.00022625006,Faible
214,4,1529.8,Casablanca,Clients à Risque / Perdus,2,333,1,0.99926907,Élevé
73,2,625.52,Agadir,Clients à Risque / Perdus,2,222,0,0.00028826602,Faible
262,3,2149.6800000000003,Meknès,Clients Réguliers,0,333,1,0.99926907,Élevé
19,14,6986.2300000000005,Casablanca,Clients à Risque / Perdus,2,144,0,0.00025717216,Faible
365,5,3647.53,Tanger,Clients Réguliers,0,334,1,0.9997017,Élevé
10,14,3973.3,Marrakech,Clients à Risque / Perdus,2,144,0,0.00019653594,Faible
21,3,795.48,Tanger,Clients à Risque / Perdus,2,132,0,0.0002267366,Faible
257,1,292.47,Tanger,Clients Réguliers,0,311,1,0.99971837,Élevé
12,22,8989.08,Tanger,Clients à Risque / Perdus,2,144,0,0.00025717216,Faible
87,4,1301.63,Agadir,Clients à Risque / Perdus,2,233,0,0.00027689768,Faible
400,1,147.35,Rabat,Clients Réguliers,0,411,1,0.99971837,Élevé
297,14,1882.11,Meknès,Clients Réguliers,0,343,1,0.999548,Élevé
21,7,2088.41,Marrakech,Clients à Risque / Perdus,2,143,0,0.00019653594,Faible
359,4,1437.42,Oujda,Clients Réguliers,0,333,1,0.9996105,Élevé
41,4,1054.67,Oujda,Clients à Risque / Perdus,2,233,0,0.0002267366,Faible
33,21,7239.92,Marrakech,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
47,3,743.11,Casablanca,Clients à Risque / Perdus,2,232,0,0.0002267366,Faible
643,1,174.05,Rabat,Clients Réguliers,0,411,1,0.99978894,Élevé
27,4,4387.64,Rabat,Clients à Risque / Perdus,2,234,0,0.00021904154,Faible
525,1,259.68,Fès,Clients Réguliers,0,411,1,0.99971837,Élevé
47,3,650.51,Casablanca,Clients à Risque / Perdus,2,232,0,0.0002267366,Faible
74,14,6270.56,Kenitra,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
501,5,2956.56,Fès,Clients Réguliers,0,434,1,0.9997017,Élevé
49,2,835.1999999999999,Rabat,Clients à Risque / Perdus,2,222,0,0.00028826602,Faible
293,1,3.75,Fès,Clients Réguliers,0,311,1,0.99971837,Élevé
172,2,786.43,Marrakech,Clients à Risque / Perdus,2,322,0,0.00087394664,Faible
390,1,236.81,El Jadida,Clients Réguliers,0,411,1,0.99971837,Élevé
620,1,173.06,Marrakech,Clients Réguliers,0,411,1,0.99978894,Élevé
42,14,2852.61,Tanger,Clients à Risque / Perdus,2,244,0,0.00023818534,Faible
25,14,4253.26,Rabat,Clients à Risque / Perdus,2,144,0,0.00022625006,Faible
7,7,1304.76,Meknès,Clients à Risque / Perdus,2,143,0,0.00019653594,Faible
82,17,7194.3,Marrakech,Clients à Risque / Perdus,2,244,0,0.0004533296,Faible
6,41,17616.48,Rabat,Clients à Risque / Perdus,2,144,0,0.00025717216,Faible
33,2,836.06,Casablanca,Clients à Risque / Perdus,2,222,0,0.00028826602,Faible
13,14,3637.33,Marrakech,Clients à Risque / Perdus,2,144,0,0.00027073818,Faible
587,2,4387.08,Rabat,Clients Réguliers,0,424,1,0.99979407,Élevé
40,5,623.93,Rabat,Clients à Risque / Perdus,2,232,0,0.0003312044,Faible
26,1,1764.72,Meknès,Clients à Risque / Perdus,2,113,0,0.00032832907,Faible
368,1,415.0,Kenitra,Clients Réguliers,0,312,1,0.9997396,Élevé
54,1,223.92,Marrakech,Clients à Risque / Perdus,2,211,0,0.0003162837,Faible
367,29,67502.47,Casablanca,Clients à Risque / Perdus,2,344,1,0.9995241,Élevé
109,7,2900.58,Tanger,Clients à Risque / Perdus,2,344,0,0.00022625006,Faible
210,7,1312.37,Meknès,Clients à Risque / Perdus,2,343,1,0.9995741,Élevé
314,2,270.48,Marrakech,Clients Réguliers,0,321,1,0.9997595,Élevé
60,1,369.34,Rabat,Clients à Risque / Perdus,2,212,0,0.00032832907,Faible
3,3,789.79,El Jadida,Clients à Risque / Perdus,2,132,0,0.0002267366,Faible
425,1,228.0,Agadir,Clients Réguliers,0,411,1,0.99971837,Élevé
92,1,316.62,Tanger,Clients à Risque / Perdus,2,211,0,0.00032074167,Faible
15,3,1501.38,Rabat,Clients à Risque / Perdus,2,133,0,0.00021904154,Faible
194,2,964.7,Fès,Clients à Risque / Perdus,2,323,1,0.99970335,Élevé
5,12,2596.38,Casablanca,Clients à Risque / Perdus,2,144,0,0.00019653594,Faible
289,2,454.75,Tanger,Clients Réguliers,0,322,1,0.99976915,Élevé
268,2,1145.6,Rabat,Clients Réguliers,0,323,1,0.99970335,Élevé
26,15,8073.8,Casablanca,Clients à Risque / Perdus,2,144,0,0.00022625006,Faible
43,9,1708.12,Marrakech,Clients à Risque / Perdus,2,243,0,0.00023429526,Faible
255,4,1141.75,Marrakech,Clients à Risque / Perdus,2,333,1,0.9993057,Élevé
53,9,1932.13,Kenitra,Clients à Risque / Perdus,2,243,0,0.00023818534,Faible
28,10,3967.6,Marrakech,Clients à Risque / Perdus,2,244,0,0.00025717216,Faible
418,3,3723.55,Tanger,Clients Réguliers,0,434,1,0.9996105,Élevé
52,3,421.24,Casablanca,Clients à Risque / Perdus,2,232,0,0.00021599677,Faible
63,8,1594.45,Rabat,Clients à Risque / Perdus,2,243,0,0.00023429526,Faible
5,16,3056.89,Rabat,Clients à Risque / Perdus,2,144,0,0.00019653594,Faible
56,2,619.85,Casablanca,Clients à Risque / Perdus,2,222,0,0.00028826602,Faible
75,5,1307.76,Marrakech,Clients à Risque / Perdus,2,233,0,0.00028662445,Faible
69,2,245.94,Casablanca,Clients à Risque / Perdus,2,221,0,0.00027769,Faible
10,51,32311.18,Casablanca,Clients à Risque / Perdus,2,144,0,0.00022625006,Faible
95,3,605.55,Agadir,Clients à Risque / Perdus,2,232,0,0.00031551783,Faible
367,2,934.25,Tanger,Clients Réguliers,0,323,1,0.99976844,Élevé
5,38,10438.41,Rabat,Clients à Risque / Perdus,2,144,0,0.00027073818,Faible
432,1,391.95,Agadir,Clients Réguliers,0,412,1,0.9997396,Élevé
15,5,896.53,Marrakech,Clients à Risque / Perdus,2,133,0,0.0002267366,Faible
405,1,533.78,Tétouan,Clients Réguliers,0,412,1,0.9997396,Élevé
389,1,51.84,Kenitra,Clients Réguliers,0,411,1,0.99971837,Élevé
393,4,1035.43,Casablanca,Clients Réguliers,0,433,1,0.9997167,Élevé
118,5,1950.3,Tanger,Clients à Risque / Perdus,2,333,0,0.0003606093,Faible
3,1,80.8,Fès,Clients à Risque / Perdus,2,111,0,0.0003162837,Faible
11,5,1366.12,Casablanca,Clients à Risque / Perdus,2,133,0,0.0002267366,Faible
24,15,4038.69,Marrakech,Clients à Risque / Perdus,2,144,0,0.00023818534,Faible
277,5,623.46,Casablanca,Clients Réguliers,0,332,1,0.99963,Élevé
52,1,243.84,Kenitra,Clients à Risque / Perdus,2,211,0,0.0003162837,Faible
6,14,1990.25,Casablanca,Clients à Risque / Perdus,2,143,0,0.00019653594,Faible
360,3,2492.39,Agadir,Clients Réguliers,0,334,1,0.99926907,Élevé
84,1,305.62,Fès,Clients à Risque / Perdus,2,211,0,0.00031537315,Faible
388,5,1827.77,El Jadida,Clients Réguliers,0,433,1,0.9997017,Élevé
549,3,848.71,Rabat,Clients Réguliers,0,432,1,0.9997167,Élevé
427,2,495.98,Marrakech,Clients Réguliers,0,422,1,0.99976915,Élevé
6,1,1201.49,Marrakech,Clients à Risque / Perdus,2,113,0,0.00032832907,Faible
158,4,1619.73,El Jadida,Clients à Risque / Perdus,2,333,0,0.00035472045,Faible
674,2,582.61,Fès,Clients Réguliers,0,422,1,0.99979466,Élevé
60,1,332.3,Tanger,Clients à Risque / Perdus,2,211,0,0.00032832907,Faible
18,3,536.99,Rabat,Clients à Risque / Perdus,2,132,0,0.00021599677,Faible
169,5,1097.24,Meknès,Clients à Risque / Perdus,2,333,0,0.0003734302,Faible
98,4,801.49,Rabat,Clients à Risque / Perdus,2,232,0,0.00028662445,Faible
138,6,2123.88,Casablanca,Clients à Risque / Perdus,2,333,0,0.0003606093,Faible
94,2,288.42,Oujda,Clients à Risque / Perdus,2,221,0,0.0009727617,Faible
18,9,1727.43,Rabat,Clients à Risque / Perdus,2,143,0,0.00019653594,Faible
187,2,842.0400000000001,Fès,Clients à Risque / Perdus,2,322,1,0.99970335,Élevé
12,1,314.77,Marrakech,Clients à Risque / Perdus,2,111,0,0.00032074167,Faible
356,4,2392.0,Casablanca,Clients Réguliers,0,334,1,0.9996105,Élevé
3,10,1692.98,Marrakech,Clients à Risque / Perdus,2,143,0,0.00019653594,Faible
9,36,12499.71,Casablanca,Clients à Risque / Perdus,2,144,0,0.00023124371,Faible
449,2,410.97,Marrakech,Clients Réguliers,0,422,1,0.99976915,Élevé
98,4,417.06,Rabat,Clients à Risque / Perdus,2,232,0,0.00027304867,Faible
28,12,2587.57,Tétouan,Clients à Risque / Perdus,2,244,0,0.00023818534,Faible
6,11,3349.57,Tanger,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
460,2,182.59,Rabat,Clients Réguliers,0,421,1,0.9997595,Élevé
91,1,497.61,Casablanca,Clients à Risque / Perdus,2,212,0,0.00032832907,Faible
377,1,113.35,Casablanca,Clients Réguliers,0,411,1,0.99971837,Élevé
681,1,181.39,Tanger,Clients Réguliers,0,411,1,0.99978894,Élevé
222,7,2260.09,Rabat,Clients à Risque / Perdus,2,343,1,0.9995517,Élevé
11,3,686.24,Meknès,Clients à Risque / Perdus,2,132,0,0.0002267366,Faible
34,5,1826.89,Agadir,Clients à Risque / Perdus,2,233,0,0.00021904154,Faible
46,1,341.7,Agadir,Clients à Risque / Perdus,2,211,0,0.00032832907,Faible
388,5,392.13,Kenitra,Clients Réguliers,0,432,1,0.9997025,Élevé
88,2,128.5,Rabat,Clients à Risque / Perdus,2,221,0,0.00027769,Faible
152,2,513.32,Rabat,Clients à Risque / Perdus,2,322,0,0.0009957587,Faible
34,4,1207.5,Agadir,Clients à Risque / Perdus,2,233,0,0.00021537488,Faible
560,1,91.8,Fès,Clients Réguliers,0,411,1,0.99978894,Élevé
179,5,417.61,Rabat,Clients à Risque / Perdus,2,332,0,0.00035574473,Faible
255,5,1973.8,Casablanca,Clients à Risque / Perdus,2,333,1,0.9996105,Élevé
223,2,898.96,Rabat,Clients à Risque / Perdus,2,323,1,0.99970335,Élevé
123,6,1538.41,Rabat,Clients à Risque / Perdus,2,333,0,0.0003734302,Faible
35,4,782.37,Marrakech,Clients à Risque / Perdus,2,232,0,0.0002267366,Faible
26,11,3170.98,Kenitra,Clients à Risque / Perdus,2,144,0,0.00027073818,Faible
193,4,1159.61,Marrakech,Clients à Risque / Perdus,2,333,1,0.9993057,Élevé
4,44,22310.49,Rabat,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
598,2,139.85,Rabat,Clients Réguliers,0,421,1,0.9997861,Élevé
32,12,4006.06,Fès,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
96,3,1264.19,Marrakech,Clients à Risque / Perdus,2,233,0,0.0003199647,Faible
38,35,19571.43,Kenitra,Clients à Risque / Perdus,2,244,0,0.0004533296,Faible
558,2,614.34,Marrakech,Clients Réguliers,0,422,1,0.99979407,Élevé
614,1,253.88,Kenitra,Clients Réguliers,0,411,1,0.99978894,Élevé
45,3,842.41,Agadir,Clients à Risque / Perdus,2,232,0,0.0002267366,Faible
38,2,614.89,Casablanca,Clients à Risque / Perdus,2,222,0,0.00028826602,Faible
48,4,1411.62,Tanger,Clients à Risque / Perdus,2,233,0,0.0003199647,Faible
182,1,124.57,Casablanca,Clients à Risque / Perdus,2,311,1,0.99971837,Élevé
329,1,332.41,Tanger,Clients Réguliers,0,311,1,0.9997396,Élevé
38,2,239.46,Marrakech,Clients à Risque / Perdus,2,221,0,0.00027769,Faible
5,2,144.91000000000005,Agadir,Clients à Risque / Perdus,2,121,0,0.00027769,Faible
412,2,1408.96,Rabat,Clients Réguliers,0,423,1,0.99976844,Élevé
19,2,328.4,Tanger,Clients à Risque / Perdus,2,121,0,0.0002842593,Faible
10,3,358.49,Agadir,Clients à Risque / Perdus,2,132,0,0.00021599677,Faible
438,1,352.8,Kenitra,Clients Réguliers,0,412,1,0.9997396,Élevé
364,10,4668.28,Casablanca,Clients Réguliers,0,344,1,0.9995241,Élevé
140,7,1932.41,Rabat,Clients à Risque / Perdus,2,343,0,0.00023818534,Faible
448,3,1610.62,Marrakech,Clients Réguliers,0,433,1,0.9996105,Élevé
55,5,946.59,Rabat,Clients à Risque / Perdus,2,233,0,0.0003312044,Faible
543,4,662.33,Tanger,Clients Réguliers,0,432,1,0.9997167,Élevé
26,3,998.52,Tanger,Clients à Risque / Perdus,2,133,0,0.00021904154,Faible
429,2,409.25,Rabat,Clients Réguliers,0,422,1,0.99976915,Élevé
397,1,130.95,Fès,Clients Réguliers,0,411,1,0.99971837,Élevé
136,3,207.74,Tanger,Clients à Risque / Perdus,2,331,0,0.0002667384,Faible
685,1,76.74000000000001,Marrakech,Clients Réguliers,0,411,1,0.99978894,Élevé
389,3,393.39,Rabat,Clients Réguliers,0,432,1,0.9996117,Élevé
18,4,825.42,Tanger,Clients à Risque / Perdus,2,132,0,0.0002267366,Faible
464,1,450.16,Casablanca,Clients Réguliers,0,412,1,0.9997396,Élevé
17,6,2812.34,Rabat,Clients à Risque / Perdus,2,134,0,0.00021904154,Faible
72,6,1213.13,Rabat,Clients à Risque / Perdus,2,233,0,0.00028662445,Faible
57,11,12762.56,Rabat,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
375,1,217.74,Meknès,Clients Réguliers,0,311,1,0.99971837,Élevé
62,11,4234.53,Oujda,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
399,1,136.01,Oujda,Clients Réguliers,0,411,1,0.99971837,Élevé
7,6,853.72,Rabat,Clients à Risque / Perdus,2,132,0,0.0002267366,Faible
79,1,13.3,Kenitra,Clients à Risque / Perdus,2,211,0,0.0003162837,Faible
26,8,1840.86,Rabat,Clients à Risque / Perdus,2,143,0,0.00027073818,Faible
62,1,432.0,Oujda,Clients à Risque / Perdus,2,212,0,0.00032832907,Faible
62,3,705.12,Marrakech,Clients à Risque / Perdus,2,232,0,0.0003312044,Faible
183,19,2396.59,El Jadida,Clients à Risque / Perdus,2,344,1,0.999548,Élevé
33,4,1073.92,Meknès,Clients à Risque / Perdus,2,233,0,0.0002267366,Faible
10,4,710.74,Rabat,Clients à Risque / Perdus,2,132,0,0.0002267366,Faible
451,1,134.0,Rabat,Clients Réguliers,0,411,1,0.99971837,Élevé
30,3,660.72,Meknès,Clients à Risque / Perdus,2,232,0,0.0002267366,Faible
396,3,437.15,Marrakech,Clients Réguliers,0,432,1,0.9996117,Élevé
190,6,2530.9,Tanger,Clients à Risque / Perdus,2,334,1,0.9996105,Élevé
472,3,285.41,Tanger,Clients Réguliers,0,431,1,0.99959546,Élevé
31,10,1940.87,Casablanca,Clients à Risque / Perdus,2,243,0,0.0002562538,Faible
11,5,627.18,Casablanca,Clients à Risque / Perdus,2,132,0,0.0002267366,Faible
362,2,401.77,Rabat,Clients Réguliers,0,322,1,0.99976915,Élevé
497,3,1324.06,Marrakech,Clients Réguliers,0,433,1,0.9997017,Élevé
60,5,1121.42,Tanger,Clients à Risque / Perdus,2,233,0,0.0003312044,Faible
550,1,103.95,Tanger,Clients Réguliers,0,411,1,0.99978894,Élevé
294,2,289.78,Casablanca,Clients Réguliers,0,321,1,0.9997595,Élevé
21,5,1016.37,Rabat,Clients à Risque / Perdus,2,133,0,0.0002267366,Faible
3,8,1721.02,Tanger,Clients à Risque / Perdus,2,143,0,0.00019653594,Faible
12,3,887.11,Oujda,Clients à Risque / Perdus,2,133,0,0.0002267366,Faible
724,1,204.26,Tanger,Clients Réguliers,0,411,1,0.99978894,Élevé
111,1,1706.88,Marrakech,Clients à Risque / Perdus,2,313,0,0.00032832907,Faible
24,3,1062.28,Marrakech,Clients à Risque / Perdus,2,133,0,0.00021904154,Faible
24,20,4783.35,Agadir,Clients à Risque / Perdus,2,144,0,0.00023818534,Faible
14,16,4699.45,Rabat,Clients à Risque / Perdus,2,144,0,0.00027073818,Faible
77,7,1448.8,Casablanca,Clients à Risque / Perdus,2,243,0,0.00023429526,Faible
24,9,1707.9,Agadir,Clients à Risque / Perdus,2,143,0,0.00027073818,Faible
717,1,252.59,Rabat,Clients Réguliers,0,411,1,0.99978894,Élevé
67,1,379.14,Kenitra,Clients à Risque / Perdus,2,212,0,0.00032832907,Faible
4,7,1323.26,Casablanca,Clients à Risque / Perdus,2,143,0,0.00019653594,Faible
631,2,255.25,Casablanca,Clients Réguliers,0,421,1,0.9997861,Élevé
24,15,4480.31,Marrakech,Clients à Risque / Perdus,2,144,0,0.00023818534,Faible
286,3,423.91,Agadir,Clients Réguliers,0,332,1,0.9992712,Élevé
31,1,208.46,Rabat,Clients à Risque / Perdus,2,211,0,0.0003162837,Faible
4,11,1543.18,Casablanca,Clients à Risque / Perdus,2,143,0,0.00019653594,Faible
19,4,1123.4,Kenitra,Clients à Risque / Perdus,2,133,0,0.0002267366,Faible
272,2,1857.83,Marrakech,Clients Réguliers,0,323,1,0.99976844,Élevé
45,16,3213.29,Rabat,Clients à Risque / Perdus,2,244,0,0.00023818534,Faible
151,24,5125.91,Casablanca,Clients à Risque / Perdus,2,344,0,0.0006232169,Faible
406,1,355.45,Rabat,Clients Réguliers,0,412,1,0.9997396,Élevé
56,3,446.67,Fès,Clients à Risque / Perdus,2,232,0,0.00021599677,Faible
568,1,611.08,Marrakech,Clients Réguliers,0,412,1,0.9997967,Élevé
8,32,13378.36,Agadir,Clients à Risque / Perdus,2,144,0,0.00025717216,Faible
17,3,846.75,Casablanca,Clients à Risque / Perdus,2,132,0,0.0002267366,Faible
535,1,125.65,Kenitra,Clients Réguliers,0,411,1,0.99971837,Élevé
366,5,1421.35,Tétouan,Clients Réguliers,0,333,1,0.9997167,Élevé
111,3,543.05,Rabat,Clients à Risque / Perdus,2,332,0,0.00027304867,Faible
75,29,4113.23,Marrakech,Clients à Risque / Perdus,2,244,0,0.0006232169,Faible
12,6,1089.45,Casablanca,Clients à Risque / Perdus,2,133,0,0.0002267366,Faible
21,3,380.55,Casablanca,Clients à Risque / Perdus,2,132,0,0.00021599677,Faible
1,23,4839.56,Rabat,Clients à Risque / Perdus,2,144,0,0.00019653594,Faible
48,3,440.71,Tétouan,Clients à Risque / Perdus,2,232,0,0.00021599677,Faible
234,8,2842.75,Meknès,Clients à Risque / Perdus,2,344,1,0.9995241,Élevé
50,6,2110.99,Rabat,Clients à Risque / Perdus,2,233,0,0.0003199647,Faible
377,3,535.1,Rabat,Clients Réguliers,0,432,1,0.9996117,Élevé
21,2,551.17,Marrakech,Clients à Risque / Perdus,2,122,0,0.0002842593,Faible
494,1,202.1,Marrakech,Clients Réguliers,0,411,1,0.99971837,Élevé
4,9,7043.18,Tanger,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
484,3,449.0,Tanger,Clients Réguliers,0,432,1,0.9997025,Élevé
48,8,6427.66,Rabat,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
607,1,33.0,Marrakech,Clients Réguliers,0,411,1,0.99978894,Élevé
8,9,1920.59,Fès,Clients à Risque / Perdus,2,143,0,0.00019653594,Faible
207,5,1299.49,Rabat,Clients à Risque / Perdus,2,333,1,0.9993057,Élevé
605,1,101.36,Kenitra,Clients Réguliers,0,411,1,0.99978894,Élevé
17,33,8548.16,Meknès,Clients à Risque / Perdus,2,144,0,0.00023818534,Faible
378,5,1222.04,Agadir,Clients Réguliers,0,433,1,0.9997167,Élevé
231,5,955.21,Meknès,Clients à Risque / Perdus,2,333,1,0.99963,Élevé
134,7,868.77,Tétouan,Clients à Risque / Perdus,2,342,0,0.00023429526,Faible
36,5,1204.23,Oujda,Clients à Risque / Perdus,2,233,0,0.0002267366,Faible
52,10,3784.37,Tanger,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
130,3,1277.75,Marrakech,Clients à Risque / Perdus,2,333,0,0.00027689768,Faible
105,5,798.78,El Jadida,Clients à Risque / Perdus,2,332,0,0.00028662445,Faible
25,1,20.8,Rabat,Clients à Risque / Perdus,2,111,0,0.0003162837,Faible
2,19,5910.28,Marrakech,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
180,6,1309.41,Tanger,Clients à Risque / Perdus,2,333,0,0.3755358,Moyen
13,1,308.74,Marrakech,Clients à Risque / Perdus,2,111,0,0.00032074167,Faible
234,2,416.64,Casablanca,Clients à Risque / Perdus,2,322,1,0.99969923,Élevé
430,1,809.44,Marrakech,Clients Réguliers,0,412,1,0.9997396,Élevé
82,1,117.35,Agadir,Clients à Risque / Perdus,2,211,0,0.0003162837,Faible
34,8,2043.43,Rabat,Clients à Risque / Perdus,2,243,0,0.00027073818,Faible
111,3,794.56,Marrakech,Clients à Risque / Perdus,2,332,0,0.00028662445,Faible
405,1,251.04,Rabat,Clients Réguliers,0,411,1,0.99971837,Élevé
182,1,110.55,Rabat,Clients à Risque / Perdus,2,311,1,0.99971837,Élevé
729,2,207.85,Kenitra,Clients Réguliers,0,421,1,0.99979085,Élevé
222,1,201.19,Marrakech,Clients à Risque / Perdus,2,311,1,0.99971837,Élevé
3,7,2154.97,Tanger,Clients à Risque / Perdus,2,143,0,0.0001866873,Faible
184,1,319.02,Kenitra,Clients à Risque / Perdus,2,311,1,0.9997223,Élevé
103,1,253.31,Meknès,Clients à Risque / Perdus,2,311,0,0.0003162837,Faible
35,3,650.41,Rabat,Clients à Risque / Perdus,2,232,0,0.0002267366,Faible
